branch	path	primary_subsystem	change_scope	final_exists	commit_count	feature_clusters	first_commit	first_date	last_commit	last_date	last_subject	commits
niffler	.dockerignore	delivery_operations	niffler_only	yes	1	branding_foundation:1	f7d9cbf13c2ae46098633bc2e570a31039df2627	2026-05-28T06:37:46+08:00	f7d9cbf13c2ae46098633bc2e570a31039df2627	2026-05-28T06:37:46+08:00	feat(project): 提交剩余二开功能	f7d9cbf13c2ae46098633bc2e570a31039df2627
niffler	.env.example	delivery_operations	both_changed_diverged	yes	2	branding_foundation:1,release_deployment_operations:1	f7d9cbf13c2ae46098633bc2e570a31039df2627	2026-05-28T06:37:46+08:00	4354297bb2aab5e3960384df1978383f896e5198	2026-05-31T19:39:01+08:00	chore(deploy): 改为 CI 构建镜像发布	f7d9cbf13c2ae46098633bc2e570a31039df2627,4354297bb2aab5e3960384df1978383f896e5198
niffler	.github/workflows/app-image.yml	delivery_operations	niffler_only	yes	26	integration_merge:10,model_catalog_aliases:1,public_site_image_tools:1,release_deployment_operations:12,testing_ci_build:1,usage_accounting_observability:1	4354297bb2aab5e3960384df1978383f896e5198	2026-05-31T19:39:01+08:00	076a3b0693fd41329169b4d10e2b175d181448bf	2026-07-31T14:42:31+08:00	Merge remote-tracking branch 'origin/test' into codex/fix-openai-capacity-failover	4354297bb2aab5e3960384df1978383f896e5198,841439082173ccb840db9051ad88b7889f2bde0b,6c59d922e4d0c06eed9bc499d3f4964d1393ccab,927d60d6f74ba7d00e98448aaf77b53fc1f6433f,a418ab008450200d59071f44e3c36e17748263fb,a5c5a745f5fdcc8b209c4a5f7ba2d625dee00888,d8c5fe83e2a3a4f4b0564d59c450eb339868269a,d86e6c35597ef661b1da97c0395621533c58eefe,24a2e5c932ce4cc8051f2e13c120278ba8a1b8cf,c8faac0cc29f0dfa50d3b6d6beda850a06b4ef62,08f8e1666e08da245b59a44a009b6226422910fb,05da1f71db9339f3282843d6e6c7a3243c782885,00d525368bad95506a0d60e1511d9ff778568902,f626fda2dc9965a35e560dd54fdf307aa1697f99,35959a26fcc3eff3b225aade70ce2ace77985867,fb0f939f58fa74b563d74342f78fd5caae8307e9,05cb61c6ed7913c42710f9328ca02946f8ca40d9,b8178e1243f26ac3e285ba0194c824287a278699,de09e3ccaeed236a76e943a5bae71294cada9280,4a6e2731cd81a4c6081ebe6be1b35296398db04e,4a1c174c72fb5943ee2c8cea1131b23817db81be,c9bcd31070d721552ef0e84f865934f9444564fc,9f17c88c0cc3e31bf49b57afede8d1bd74305ac3,f0a97d0cdf7e3a7c300e2aaa2eab16d00e444197,0116013b2776208e617df2303c98afd7ec9a5b27,076a3b0693fd41329169b4d10e2b175d181448bf
niffler	.github/workflows/build-tunnel.yml	delivery_operations	both_changed_diverged	yes	2	branding_foundation:1,testing_ci_build:1	b1e9108cf695ca4272b5893b13a36ca37c754797	2026-05-20T22:42:54+08:00	a418ab008450200d59071f44e3c36e17748263fb	2026-06-09T08:19:54+08:00	ci: 使用 Node 24 版官方 actions	b1e9108cf695ca4272b5893b13a36ca37c754797,a418ab008450200d59071f44e3c36e17748263fb
niffler	.github/workflows/deploy-pages.yml	delivery_operations	niffler_only	yes	1	testing_ci_build:1	a418ab008450200d59071f44e3c36e17748263fb	2026-06-09T08:19:54+08:00	a418ab008450200d59071f44e3c36e17748263fb	2026-06-09T08:19:54+08:00	ci: 使用 Node 24 版官方 actions	a418ab008450200d59071f44e3c36e17748263fb
niffler	.github/workflows/deploy-production.yml	delivery_operations	niffler_only	yes	2	integration_merge:1,release_deployment_operations:1	00d525368bad95506a0d60e1511d9ff778568902	2026-07-27T13:29:22+08:00	f626fda2dc9965a35e560dd54fdf307aa1697f99	2026-07-27T13:52:58+08:00	Merge pull request #12 from ryfineZ/codex/secure-production-deploy-20260727	00d525368bad95506a0d60e1511d9ff778568902,f626fda2dc9965a35e560dd54fdf307aa1697f99
niffler	.github/workflows/frontend-ci.yml	delivery_operations	niffler_only	yes	2	integration_merge:1,release_deployment_operations:1	08f8e1666e08da245b59a44a009b6226422910fb	2026-07-26T23:31:57+08:00	05da1f71db9339f3282843d6e6c7a3243c782885	2026-07-27T00:13:08+08:00	Merge pull request #8 from ryfineZ/codex/reconcile-production-main-20260726	08f8e1666e08da245b59a44a009b6226422910fb,05da1f71db9339f3282843d6e6c7a3243c782885
niffler	.github/workflows/promotion-policy.yml	delivery_operations	niffler_only	yes	3	integration_merge:2,release_deployment_operations:1	de09e3ccaeed236a76e943a5bae71294cada9280	2026-07-28T13:03:01+08:00	0116013b2776208e617df2303c98afd7ec9a5b27	2026-07-29T14:28:30+08:00	Merge branch 'test' into codex/fix-mobile-compatibility	de09e3ccaeed236a76e943a5bae71294cada9280,c9bcd31070d721552ef0e84f865934f9444564fc,0116013b2776208e617df2303c98afd7ec9a5b27
niffler	.github/workflows/release-tooling-ci.yml	delivery_operations	niffler_only	yes	8	integration_merge:4,release_deployment_operations:4	08f8e1666e08da245b59a44a009b6226422910fb	2026-07-26T23:31:57+08:00	0116013b2776208e617df2303c98afd7ec9a5b27	2026-07-29T14:28:30+08:00	Merge branch 'test' into codex/fix-mobile-compatibility	08f8e1666e08da245b59a44a009b6226422910fb,05da1f71db9339f3282843d6e6c7a3243c782885,00d525368bad95506a0d60e1511d9ff778568902,f626fda2dc9965a35e560dd54fdf307aa1697f99,de09e3ccaeed236a76e943a5bae71294cada9280,4a6e2731cd81a4c6081ebe6be1b35296398db04e,c9bcd31070d721552ef0e84f865934f9444564fc,0116013b2776208e617df2303c98afd7ec9a5b27
niffler	.github/workflows/release.yml	delivery_operations	both_changed_diverged	yes	3	release_deployment_operations:2,testing_ci_build:1	be4d2d257ca5bb99635f6e40ed2b3c51d2cdd09b	2026-05-20T23:02:51+08:00	a418ab008450200d59071f44e3c36e17748263fb	2026-06-09T08:19:54+08:00	ci: 使用 Node 24 版官方 actions	be4d2d257ca5bb99635f6e40ed2b3c51d2cdd09b,4354297bb2aab5e3960384df1978383f896e5198,a418ab008450200d59071f44e3c36e17748263fb
